,data
523,"['@thevoiceoverguy', '9', 'days', 'then', 'Sydney']"
524,"['3', 'weeks', 'of', 'school', 'and', ""i'm"", 'already', 'fed', 'up', 'with', 'it', '.', 'come', 'back', ',', 'summer', '.']"
525,"['@ShawanaA', 'It', 'did', 'me', 't', 'o.I', 'was', 'so', 'sympathtic', 'to', 'her', 'when', 'I', 'frst', 'hrd', 'this', '.', 'When', 'she', 'blmd', 'a', 'AA', 'for', 'it', 'realy', ""pis'd"", 'me', 'off', '.', 'Someone', 'copied', 'her', 'hoax']"
526,"['@joeymcintyre', 'I', 'heart', 'you', '.', 'Even', 'if', 'I', ""haven't"", 'seen', 'u', 'in', 'months', '...', 'SEND', 'A', 'PIC', '!']"
527,"['@ChefGuyFieri', 'Pls', 'RT', '-', 'NIGHT', 'golf', 'tournament', '9/25', 'to', 'benefit', '3', 'year', 'old', 'Penny', 'of', 'Mesa', ',', 'AZ', 'who', 'had', 'heart', 'transplant', '.', 'www.flancers.com', '4', 'info']"
528,"['Is', 'counting', 'down', 'the', 'days', 'to', 'Oct', '23rd', 'and', 'the', 'Wright', 'family', 'Halloween', 'bash', '!!', 'It', ""'s"", 'gonna', 'be', 'amazing', '..', 'they', 'go', 'all', 'out', 'for', 'it', '!']"
529,"['Soulja', 'Boy', '|', 'TheDeAndreWay', '.', 'com', '-', 'The', 'DeAndre', 'Way', 'in', 'stores', 'Nov', '2', ',', '2010', 'http://t.co/ifJBMTR', 'via', '@SouljaBoy']"
530,"['@ShelAndPushPlay', 'Yeah', 'man', ',', 'u', 'got', 'it', '.', 'It', ""'s"", 'only', 'a', 'matter', 'of', 'time', '.']"
531,"['RT', '@VanessaSCassie', ':', 'Ok', ',', 'one', 'more', 'tweet', 'before', 'I', 'go', ':', 'Fresh', 'Look', 'Fridays', 'post', 'was', 'on', 'an', 'math', 'games', 'site', 'for', '#smartboard', 'http://bit.ly/b4MXHG']"
532,"['sexy', 'azz', '@RICCOBARRINO', 'tweeted', 'me', 'but', 'can', 'i', 'get', 'a', 'follow', 'baby', '???', 'and', 'i', 'got', 'you', 'i', 'will', 'let', 'my', 'folks', 'know', '...', 'when', 'is', 'the', 'new', 'album', '??', 'i', 'willget']"
533,"['@Kieran_Doyle', 'ew', 'suga', 'on', 'tea', '!', 'wen', 'i', 'was', 'yungr', 'nd', 'we', 'adta', 'giv', 'stuf', 'up', '4', 'lent', 'i', 'gav', 'up', 'suga', 'on', 'ma', 'tea', '...', 'afta', 'da', 'month', 'i', 'didnt', 'lyk', 'it', 'nymor', 'lol']"
534,"['RT', '@WScottsdale', ':', 'What', ""'s"", 'happening', 'at', '@WScottsdale', 'the', 'rest', 'of', 'the', 'month', '?', 'Check', 'out', 'our', 'September', 'Happenings', '!', 'http://bit.ly/WHapps']"
535,"['RT', '@dropolo', 'Headed', 'to', 'da', 'gump', 'today', 'alabama', 'here', 'I', 'come', '&lt;', '&lt;', 'come', 'to', 'shut', 'it', 'down', 'broski', '..', 'fuck', 'wit', 'me..Parlae', ""'s"", 'in', 'house', 'producer']"
536,"['No', 'loss', 'is', 'greater', 'than', 'the', 'loss', 'of', 'a', 'thought', 'process', 'before', 'you', ""'ve"", 'had', 'the', 'time', 'to', 'write', 'it', 'down', '.']"
537,"['Costa', 'Rican', 'group', 'CocoFunka', 'power', 'this', 'week', ""'s"", 'Indiesent', 'Exposure', 'http://ht.ly/2G4nS', 'by', '@fuseboxradio', 'on', '@planetill']"
538,"['WEDNESDAY', 'NITES', 'WE', 'CRANK', 'IT', 'UP', 'AT', 'VISIONS', 'LOUNGE', '!!!!!', '18+', 'NO', 'COLLEGE', 'ID', 'NEEDED', '!', 'LADIES', 'FREE', 'B4', '11PM', '!', 'VISIONS', 'LOUNGE', '(', '247', '1ST', 'AVE', 'HKY', ')']"
539,"['So', ""I'm"", 'off', 'to', 'the', 'Mumpreneur', 'Awards', 'tomorrow', 'and', 'leaving', 'daughter', '@itsonlymestupid', 'to', 'talk', 'to', 'press', '&amp;', 'buyers', 'on', 'our', 'stand', '@LondonFashionWk']"
540,"['does', 'any', 'one', 'kno', 'the', 'right', 'address', 'to', 'the', 'walmart', 'that', '@Treysongz', 'is', 'suppose', 'to', 'be', 'at', 'tomorrow', 'in', 'maryland', '??']"
541,"['RT', '@_RANGO_', ':', 'Hey', ""y'all"", '""', 'East', 'Nu', ',""', 'round', 'Two', 'tonight', '.', 'See', ""y'all"", 'early', '!', '(shit', '!!!!', 'I', ""should've"", 'stayed', 'lol']"
542,"['Ball', 'Gowns', ':', 'Becoming', 'the', 'Belle', 'of', 'the', 'Ball', '.', 'It', ""'s"", 'easy', 'to', 'shine', 'like', 'a', 'star', 'when', 'you', 'know', 'some', 'basic', 'tricks', '.', 'http://bit.ly/d4s9RR']"
543,"['Toy', 'story', '3', 'tonight', 'on', 'the', 'lawn', '!']"
544,"['watching', 'camp', 'rock', '2', 'again', '...', 'all', 'the', 'way', 'through', 'this', 'time', ':P', '.']"
545,"['@justinbieber', 'concert', 'tonight', '!', '&lt;', '3', 'so', 'pumped', '!!', ':D', 'going', 'to', 'leave', 'the', 'concert', 'being', 'his', 'favorite', 'girl', '!', 'And', 'I', 'will', 'be', 'one', 'less', 'lonely', 'girl', '!', '&lt;', '3']"
546,"['RT', '@WALuvsKatStacks', ':', 'Ah', ',', 'i', 'asked', 'for', 'a', 'follow', 'back', '-', 'when', 'i', 'already', 'hadd', 'one', 'so', 'they', 'call', 'me', 'thirsty', 'lmao', '?', 'Fck', 'you', '#teamkatstacksbitch', '...']"
547,"['RT', '@josielovesmcr', ':', 'Danger', 'Days', ':', 'True', 'Lives', 'of', 'The', 'Fabulous', 'Killjoys', '#mychemicalromance']"
548,"['CAFE', 'NINE', 'TONIGHT', 'AT', '11', '!!']"
549,"['@emmarose99', 'hows', 'ur', 'day', '?']"
550,"['not', 'sure', 'how', 'i', 'feel', 'about', 'the', 'rain', 'right', 'now', '...', 'but', 'what', 'a', 'wonderful', 'day', 'it', 'has', 'been', '...', ""can't"", 'wait', 'for', 'later', 'tonight', '!!!']"
551,"['I', 'pray', 'an', 'give', 'God', 'glory', 'even', 'when', 'im', 'in', 'pain', ',', 'hurting', ',', 'or', 'crying', '.', '24/7', 'God', 'is', 'great', '!!!']"
552,"['RT', '@ItsTheTeenLife', ':', '""', 'HAHA', ',', 'remember', 'when', 'you', 'guys', ""dated!''"", ""''"", 'Shut', 'up', '!', 'NEVER', 'EVER', 'bring', 'that', 'up', ""again!''"", '#ItsTheTeenLife']"
553,"['check', 'out', '@140hours', 'auction', 'starts', 'tonight', '!', 'Dreaming', 'Storm', 'http://bit.ly/5Bq0Qm']"
554,"['will', 'go', 'at', 'my', 'B-day', 'party', '.', 'Fucking', ""can't"", 'believe', 'it', '!']"
555,"['Tonight', ',', 'dinner', 'with', 'friends', '&lt;', '3']"
556,"['RT', '@DubOnDaBeatz', ':', 'People', 'who', 'gossip', 'remind', 'me', 'of', 'reporters', '#nshit', 'always', 'got', 'da', 'latest', 'info', 'on', 'somebody', '!', 'Time', 'for', 'you', 'loose', 'lips', 'to', 'chan', '...']"
557,"['Salem', 'Daily', 'Dish//', 'Chef', ""'s"", 'Choice', 'Menu', 'at', 'Spoons', 'NW', 'Bistro', 'for', 'tonight', '...:', 'Caramalized', 'Onion', 'Tarthousemade', 'tart', 'wit', '...', 'http://bit.ly/98QmI9']"
558,"['@dj279', 'do', 'you', 'have', 'any', 'new', 'kasha', 'this', 'week', '?']"
559,"['@rachelshaps', '-', 'dang', '!', 'I', ""didn't"", 'know', 'you', 'were', 'giving', 'shoutouts', '!', 'Haha', 'oh', 'well', '.', ""They're"", 'is', 'always', 'next', 'friday', ':)']"
560,"['ok', ',', 'starting', 'BIG', 'crash', 'diet', 'this', 'week', ',', 'just', 'getting', 'an', 'exercise', 'bike', 'now', '&amp;', 'I', 'will', 'be', 'at', 'least', '2', 'dress', 'sizes', 'smaller', 'by', 'New', 'year', '!']"
561,"['@elwxnino', '@clausw', '@ManDee4', 'The', '#comcast', 'outages', 'have', 'been', 'increasing', 'for', 'the', 'last', 'year', 'and', 'yet', 'the', 'prices', ""haven't"", 'gone', 'down', '.']"
562,"['Happy', 'B-Day', 'Jimmie', 'Johnson', 'FLYING', 'LIZARD']"
563,"['total', '9', 'for', 'Clark', 'Duke', 'RT', '@Naathan_B', ':', 'Just', 'watched', 'hot', 'tub', 'time', 'machine', '.', 'Funny', 'film', '!', 'Quite', 'enjoyable', '!', 'Hmm', '7.5', '/10']"
564,"['In', 'the', 'day', 'of', 'prosperity', 'be', 'joyful', ',', 'but', 'in', 'the', 'day', 'of', 'adversity', 'consider', '.', 'Ecclesiastes', '7:14', '#JESUS', '#TRUTH', '#jesustweeters']"
565,"['""', 'You', 'may', 'have', 'given', 'up', 'on', 'me', ',', 'but', ""I'm"", 'not', 'given', 'up', 'on', 'you', '.""', '-The', 'Boy', 'You', 'Use', 'To', 'Love']"
566,"['Find', 'us', 'at', 'Tipitina', ""'s"", 'tonight', 'and', 'mention', 'that', ""you're"", 'following', 'us', 'on', 'Twitter', 'and', 'get', 'a', 'FREE', 'Fried', 'Mac', 'N', ""'"", 'Cheese', 'ball', 'with', 'any', 'order', '!']"
567,"[""'RT"", '@TheGhostOfYou_', ':', 'Adeus', 'noites', 'bem', 'dormidas', 'RT', '@Vivi_Venom', '""', 'Danger', 'Days', ':', 'The', 'True', 'Lives', 'Of', 'The', 'Fabulous', 'Killjoys', '.""', '22nd', ""november'""]"
568,"['Well', ',', 'I', 'was', 'gonna', 'buy', 'a', 'Zune', 'HD', '...', 'but', 'now', 'that', 'the', '@Rally4Sanity', 'exists', ',', 'I', 'must', 'go', 'to', 'D.C.', 'next', 'month', '.', 'YESSSSSS', '.']"
569,"['Honored', 'Double', 'Diaomond', 'as', 'well', ':', 'Jan', 'Bloom', '...', 'her', 'two', 'beautiful', 'daughters', 'surprised', 'her', 'on', 'stage', ',', 'it', 'was', 'just', 'sooo', '...', 'http://fb.me/JLLhbDl0']"
570,"['meet', 'the', 'luckiest', 'guy', 'in', 'america', '...', 'soooo', 'jealous', '!:', 'RT@vincewelch', 'My', '1st', 'trip', 'to', 'Fenway', 'tonight', 'http://twitpic.com/2pdwoo']"
571,"['Blegh', ',', 'that', 'fell', 'through', '.', 'Staffing', 'agency', 'had', 'a', 'miscommunication', 'w\\the', 'client', '.', 'So', 'two', 'week', 'temp', 'assignment', 'fell', 'through', 'unfortunately', '.']"
572,"[""G'mar"", 'chatima', 'tova', ',', 'internet', '!']"
573,"['@lehoop18', 'not', 'going', 'out', 'tonight', ',', 'but', 'I', 'love', 'you', '.', 'productive', 'room', 'cleaning', 'being', 'done', '!']"
574,"['HAVE', 'YOU', 'HEARD', 'DJ', 'STRATEGY', 'IS', 'NOW', 'AT', 'VISIONS', 'LOUNGE', 'IN', 'HICKORY', ',', 'NC', 'ON', 'WEDNESDAY', ';', 'S', 'NIGHTS', '...', 'WOW', '!!', 'DONT', 'MISS', 'IT', '!']"
575,"['RT', '@bobbyhundreds', ':', 'After', 'a', 'few', 'episodes', ',', 'I', 'think', ""I've"", 'figured', 'out', 'how', 'to', 'catch', 'a', 'predator', '.', 'It', 'seems', 'you', 'just', 'ask', 'them', 'to', 'take', 'a', 'seat', '.']"
576,"['So', 'much', 'work', 'yet', 'to', 'do', 'before', 'heading', 'to', 'Grand', 'Masquerade', 'next', 'week', '.']"
577,"['Tomorrow', ""'s"", 'the', 'big', 'day', '!', 'Our', 'Pet', 'Spa', 'and', 'Adoption', 'Event', 'with', 'Evergreen', 'Subaru', 'is', 'from', '10am', 'to', '1pm', 'and', 'we', ""can't..."", 'http://fb.me/I3aLAgtp']"
578,"['Yesterday', ""'s"", 'shoot', 'was', 'unreal', '.', 'Today', 'is', 'just', 'as', 'sick', '!', 'Is', 'that', 'even', 'possible', '?!']"
579,"['going', 'now', 'guiseeeee', '...', 'if', 'i', 'dont', 'see', 'you', 'through', 'the', 'week', 'ill', 'see', 'you', 'through', 'the', 'window', ':)', ':)']"
580,"['@x_Jamelia_x', 'When', 'r', 'u', 'gona', 'realise', 'we', 'dont', 'want', 'u', 'on', 'our', 'tvs', '??', 'To', 'prove', 'my', 'point', 'enter', 'ur', 'name', 'into', 'search', '..', 'Uve', 'had', 'ur', '15mins', '!']"
581,"['I', 'might', 'be', 'drunk', 'again', 'tonight']"
582,"['Drop', 'by', 'the', 'sweat', 'check', ""I'll"", 'be', 'there', 'volunteering', 'RT', '@EricJacksch', 'Ah', ',', 'the', 'weekend', '.', 'See', 'you', 'at', 'the', 'Army', 'Run', 'on', 'Sunday', '?', '#Ottawa']"
583,"['Road', 'snow', 'is', 'expected', 'today', 'on', 'Milford', 'Rd', ',', 'Lindis', 'Pass', 'and', 'Arthurs', 'Pass', 'today', 'http://ow.ly/2G4Re', 'No', 'warnings', 'for', 'Desert', 'Rd', ',', 'Lewis', ',', 'Rimutakas']"
584,"['Justin', 'Timberlake', 'ft', '.', 'Beyonce', '-', 'Until', 'the', 'End', 'of', 'Time', 'http://t.co/kUe6djJ', 'via', '@youtube']"
585,"['Anja', 'Rubik', 'Model', 'in', 'Lingerie', 'of', 'the', 'Day', 'http://f.ast.ly/DCaEM']"
586,"['What', 'do', 'you', 'do', 'when', ""you're"", 'stuck', 'because', 'the', 'one', 'that', 'you', 'love', 'Has', 'pushed', 'you', 'away', ',', 'And', 'you', ""can't"", 'deal', 'with', 'the', 'pain', '.']"
587,"['Mostly', 'Cloudy', 'and', '64', 'F', 'at', 'Buffalo', 'Municipal', 'Airport', ',', 'MN', 'Winds', 'are', 'Calm', '.', 'The', 'humidity', 'is', '68%', '.', 'Last', 'Updated', 'on', 'Sep', '17', '20', 'http://s1z.us/yb.htm']"
588,"['my', 'friend', 'and', 'me', 'were', 'filmed', 'and', 'interviewed', 'about', 'sex', 'in', 'cologne', ':D', 'gosh', 'thats', 'so', 'crazy', '..', 'hope', 'they', 'show', 'it', 'on', 'tv', 'on', 'monday', ':P', '#RTLextra']"
589,"['@write_as_rain', 'you', 'need', 'to', 'listen', 'to', 'that', 'green', 'day', 'song', '.']"
590,"['Yay', '.', '@penguin', 'is', 'coming', 'to', 'see', 'me', 'next', 'week', '...', 'plotting', 'my', 'cooking', 'now', '!']"
591,"['This', 'week', 'only', '$5', 'off', 'custom', 'blogger', 'design', '!', 'http://www.bonanzle.com/LoisCollis']"
592,"['After', '2', 'months', 'not', 'even', 'a', 'word', '.', 'Guess', 'ure', 'fine', '..', 'thanks', 'for', 'being', 'nothing', 'but', 'a', 'fake', '.', 'Seriously', 'cycling', '?']"
593,"['FRIDAY', 'Sept', '.', '17', 'http://goo.gl/fb/83ib3']"
594,"['RT', '@WeSpazForJB', ':', 'http://twitpic.com/2nn4ee', '&lt;', '----', 'still', 'the', 'funniest', 'photo', '.', 'of', 'all', 'time', '.', 'ALL', 'TIME', '.']"
595,"['On', 'our', 'way', 'to', '@IF3', '!!!', 'This', ""won't"", 'be', 'a', 'party', 'for', 'juniors', 'tonight', '!']"
596,"['RT', '@Queen_UK', ':', 'Having', 'repaired', '500', 'years', 'of', 'religious', 'division', 'and', 'set', 'an', 'example', 'of', 'tolerance', 'and', 'leadership', 'to', 'the', 'Christian', 'world', ',', 'one', '...']"
597,"['signing', 'along', 'to', 'Remembering', 'Sunday']"
598,"['RT', '@midgetmegs', ':', 'hate', 'people', 'who', 'write', 'drunk', ""status'."", 'must', 'be', 'having', 'a', 'great', 'time', 'if', 'your', 'sat', 'writing', 'it', 'on', 'facebook', '.....']"
599,"['@valovanity', 'hahah', '.', 'Speaking', 'of', ',', 'when', 'are', 'you', 'planning', 'the', 'savannah', 'trip', '?', 'Like', ',', 'budgeting', 'it', 'out', 'and', 'whatnot', '.']"
600,"['@_mistercory', '*Smiles', 'up', 'at', 'him*', 'Can', 'we', 'just', '...', 'sit', 'together', 'for', 'a', 'while', 'before', 'round', 'two', '?']"
601,"['About', 'to', 'get', 'ready', 'for', ""work...don't"", 'have', 'a', 'good', 'feeling', 'about', 'tonight', '#famouslastwords']"
602,"['Parking', 'Day', '-', 'Parking', 'Day', 'hosted', 'by', 'the', 'Hudson', 'TMA', 'at', 'Town', 'Square', 'Place', 'on', 'Pavonia', 'Avenue', 'in', 'the', 'Newport', '...', 'http://tumblr.com/xmyiud0zl']"
603,"['@wellydogdesigns', 'aww', 'shame', 'he', ""'s"", 'not', 'full', 'of', 'beans', 'too', '!', 'ah', 'well', ',', 'as', 'long', 'as', ""you're"", 'having', 'fun', ';-)', 'hmm', 'I', 'fancy', 'a', 'drink', 'now', ':)', ')']"
604,"['An', 'entire', 'stack', 'of', 'papers', 'has', 'disappeared', '.', 'I', 'think', 'that', 'is', 'a', 'sign', 'to', 'wrap', 'up', 'for', 'the', 'week', '.']"
605,"['New', 'Teeshirts', 'ordered', 'with', 'all', 'new', 'designs', '...', 'I', 'hope', 'people', 'will', 'like', '!', 'October', '9th', '2010', '...', 'Remington', ""'s"", 'Annual', 'Octoberfest', '!!']"
606,"['@MakeDaPussyDrip', 'ALL', 'DAY']"
607,"['Tomorrow', 'is', 'another', 'day', '!']"
608,"['Ha', ""I'm"", 'lucky', '.', 'I', 'got', 'in', 'the', 'car', 'like', 'five', 'seconds', 'before', 'it', 'started', 'POURING', 'rain', '.']"
609,"[""':::"", 'Flashback', 'Friday', '-', '""', 'Dancing', 'Queen', '""', ""http://bit.ly/d49VXU'""]"
610,"['I', 'was', 'there', 'on', 'Tuesday', '!!', 'heheRT', '@devialicious', ':', 'otw', 'pelabuhan', 'ratu']"
611,"['@highs_are_low', 'cause', 'I', 'was', 'too', 'busy', 'singing', 'my', 'heart', 'out', 'and', 'all', '.', 'It', ""'s"", 'hard', 'to', 'go', 'crazy', 'when', ""you're"", 'trying', 'to', 'record', 'something', ':p']"
612,"['Going', 'now', '.', 'Be', 'back', 'later', 'tonight', '.', 'Thanks', 'for', 'all', 'the', 'Friday', 'Fucking', ',', 'appreciate', 'it', '.', 'Make', 'love', ',', 'not', 'war', ':', 'condoms', 'are', 'cheaper', 'than', 'guns', '.', 'XOXO']"
613,"['@drugmonkey', 'First-time', 'commenters', 'automatically', 'go', 'to', 'moderation', ',', 'so', ""I'll"", 'need', 'to', 'publish', 'it', 'by', 'hand', ',', 'but', ""I'm"", 'watching', 'for', 'it', '.']"
614,"['Tonight', '!', 'Homemade', 'ice', 'cream', 'flights', '--', 'try', '3', 'of', 'chef', 'Tim', ""'s"", 'boozy', 'ice', 'cream', 'creations', '!']"
615,"['I', 'need', 'a', 'place', 'to', 'work', 'out', 'with', 'free', 'weights', 'for', 'the', 'day', '.', 'somebody', 'hook', 'that', 'up', '.', '#SwollOn']"
616,"['Good', 'Day', 'Sunshine', 'http://bit.ly/cK4PB8', 'is', 'available', 'to', 'rent', 'off', 'season', '!', 'Great', 'surfing', ',', 'fishing', ',', 'hot-tubbing', '!', 'I', '&lt;', '3', 'fall', 'in', 'Rodanthe', '@OBXcom']"
617,"['@Laylaloves', 'Well', 'Im', 'Irish', 'and', 'I', 'couldnt', 'stand', 'her', 'in', 'the', 'programme', 'even', 'before', '""', 'waterfight/braless', 'gate', '""!!', 'She', 'jus', 'seemd', 'sniddy', '!']"
618,"['@ohy22SD', 'Hopefully', 'the', 'Force', 'will', 'be', 'VERY', 'strong', 'with', 'the', '#Padres', 'tonight', '.', 'We', 'NEED', 'a', 'win', '.', '#ScoreSomeRuns']"
619,"['Ha', 'ha', 'i', 'try', 'for', 'you', 'really', 'hm', 'lmao', 'lame', 'pretty', 'day']"
620,"['RT', '@SavingGorillas', ':', 'Kwiruka', 'left', 'her', 'group', 'several', 'times', 'after', 'death', 'of', 'infant-unknown', 'causes-late', 'July', ';', 'last', 'seen', 'alive', 'Aug', '24', '.']"
621,"['i', 'have', 'pride', 'in', 'myself', 'that', 'one', 'day', 'i', 'will', 'be', '#1', 'girl', 'of', 'the', 'week', 'and', 'u', 'have', 'pride', 'in', 'your', 'self', 'that', 'your', 'dream', 'will', 'come', 'true', 'ok', 'love', 'u', '!']"
622,"['#DiggyFollows50', 'right', 'after', 'his', 'daddy', 'stops', 'tweeting', 'via', 'tub']"
623,"['A', 'nigga', 'not', 'even', 'startin', 'tonight', ',', 'they', 'must', 'be', 'tryna', 'get', 'our', 'bakc', 'up', 'QB', 'hurt', '.', 'smdh']"
624,"['Sooo', 'plans', 'for', 'tomorrow', 'night', '?', 'I', 'gotta', 'do', 'something', '.', 'I', 'need', 'a', 'night', 'out', '.']"
625,"['workin', 'at', 'the', 'ol', 'Sunset', 'Bistro', 'tonight', '...', 'come', 'get', 'some', 'grub']"
626,"['#icandowithout', 'you', ',', 'when', 'I', 'say', 'it', 'I', 'will', 'do', 'it', '.']"
627,"[""'RT"", '@ItsTheTeenLife', ':', 'I', 'remember', 'when', 'myspace', 'was', 'a', 'big', '""', 'who', 'has', 'the', 'most', 'free', 'time', 'on', 'their', 'hands', 'to', 'make', 'their', 'page', 'look', 'the', 'coolest', '""', 'comp', ""...'""]"
628,"['RT', '@ZodiacFacts', ':', '#ZodiacFacts', 'As', 'an', '#Aries', 'romance', 'is', ""n't"", 'about', 'what', 'you', ""'re"", 'after', '--', 'it', ""'s"", 'about', 'taking', 'chances', ',', 'exploring', 'and', 'keeping', 'an', '...']"
629,"['@swavelbean13', ':D', 'How', 'was', 'your', 'day', '?', ':)']"
630,"['Man', ':', 'Hey', 'there', ',', 'havent', 'I', 'seen', 'you', 'some', 'place', 'before', '??', 'Woman', ':', 'Yes', ',', 'and', 'thats', 'why', 'I', 'dont', 'go', 'there', 'anymore']"
631,"['I', 'hate', 'it', 'when', 'my', '[', 'HONK', '!', ']', 'gets', 'stuck', 'in', 'my', '[', 'WHOOPWHOOP]', '.']"
632,"['#woot', ""I'd"", 'like', 'to', 'buy', 'this', ',', 'but', 'i', 'have', 'a', 'hard', 'time', 'doing', 'a', 'sit', 'up', '...']"
633,"['@YourboyH', 'cool', ""I'll"", 'check', 'it', 'out', 'when', 'I', 'get', 'home', '.']"
634,"['JV', 'soccer', 'leads', '4-1', 'after', 'Benitez', 'scores', 'again', ',', 'less', 'than', '7', 'mins', 'to', 'play']"
635,"['Buck', 'mountain', 'tomorrow', '.', '#adirondacks', '#hiking']"
636,"['RT', '@cinnzcocky_yep', '""', 'I', 'got', 'lots', 'of', 'gualllluhh', 'I', 'spend', 'it', '""', '--', '&gt;', 'drinks', 'on', 'u', 'next', 'time']"
637,"['Hey', '....', 'my', 'birthday', 'is', 'in', 'exactly', 'one', 'month', '!!!', ':D']"
638,"['FREE', ':', 'Air', 'Music', 'Jump', '.', 'if', 'you', 'like', 'Rock', 'Band', 'or', 'Guitar', 'Hero', ',', 'you', 'may', 'also', 'like', 'Music', 'Jump', '.', 'http://appj.mp/AirMusicJump']"
639,"['@darynjones', 'imma', 'tell', 'you', 'one', 'time', '!', 'JUTHTIN', 'BEAVERRRR', '!!!!']"
640,"['@nickjonas', 'i', 'should', 'write', 'this', 'before', 'but', 'i', 'couldn', 't', 'happy', 'birthday', ':)', 'i', 'hope', 'you', 'enjoyed', 'a', 'lot', 'yesterday']"
641,"['Today', ""'s"", 'health', 'service', 'lecture', 'was', 'actually', 'interesting', 'to', 'me', 'x', ')']"
642,"['@marciaforbes', 'When', 'U', 'dig', 'grave', 'always', 'dig', '2', '.', 'Like', 'he', 'wanted', 'to', 'diminish', 'Brady', '&amp;', 'end', 'up', 'doing', 'that', 'to', 'himself', '&lt;', '&gt;', 'True', '....', 'Dat']"
643,"['1', 'MO', 'DAY', 'TO', 'GO', '------', '&gt;', 'http://yfrog.com/jwoq9uj']"
644,"['Bonfire', 'tonite', '.', 'All', 'are', 'welcome', ',', 'joe', 'included']"
645,"['@Nolicious', 'have', 'a', 'great', 'time', 'tm', 'x', 'o', 'x', 'you', 'will', 'have', 'so', 'much', 'fun', 'x', 'o', 'x']"
646,"['I', 'just', 'took', '""', 'When', 'your', 'mom', 'makes', 'you', 'go', 'live', 'with', 'your', 'dad', 'Scooter', 'Braun', ',', 'your', 'life', '...""', 'and', 'got', ':', 'Part', '7', '!', 'Try', 'it', ':', 'http://tinyurl.com/27r2pdz']"
647,"['He', 'said', 'Rihanna', 'all', 'low', 'toned', 'and', 'shit', '!!', 'Prolly', 'the', 'first', 'time', 'he', 'said', 'her', 'names', 'in', 'AGES', '!!!', 'LMFAOOOOO']"
648,"['AI', ':', 'DEMAND', 'RELEASE', 'FOR', 'SYRIAN', 'BLOGGER', ':', '17-9-2010Tal', 'al-Mallohi', ',', 'a', '19-year-old', 'Syrian', 'woman', ',', 'has', 'been', 'held', 'incommun', '...', 'http://bit.ly/aDG3ub']"
649,"['This', 'is', 'the', '2nd', 'hospital', 'ive', 'been', 'in', 'today', ',', 'but', 'ive', 'just', 'seen', 'a', 'doctor', 'who', 'was', 'an', 'older', 'version', 'of', 'justin', "":'"", ')']"
650,"['FRIDAY', '!', 'yesshh', '!!', 'FiNaLlY']"
651,"['Band', 'hall', '.', 'Game', 'time', '.', 'Lets', 'get', 'it', '.']"
652,"['RT', '@Huddy85', ':', '@Mz_Twilightxxx', '*kisses', 'your', 'ass**sneezes', 'after*', 'Lol']"
653,"['i', 'have', 'a', 'feeling', 'that', 'this', 'weekend', 'will', 'be', 'amazing', '...', 'or', 'at', 'least', 'tonight', 'will', 'be', '.']"
654,"['today', 'everything', 'will', 'gonna', 'be', 'okay', ',', 'i', 'know', 'it', '.', 'Haaaa', ',', 'the', 'secret', '.', 'I', 'know', 'I', 'know', 'it', ',', 'I', 'will', 'meet', 'very', 'much', 'cool', 'people', '.', 'Yes', 'yes', 'yes', '.', 'IKNOWIT']"
